3,1,260.68,176.36,20.00,20.00,1,-1,-1,-1
3,2,235.41,119.37,20.00,20.00,1,-1,-1,-1
4,1,257.69,178.65,20.00,20.00,1,-1,-1,-1
4,2,232.57,121.69,20.00,20.00,1,-1,-1,-1
5,1,254.56,181.53,20.00,20.00,1,-1,-1,-1
5,2,230.24,123.83,20.00,20.00,1,-1,-1,-1
6,1,250.73,183.13,20.00,20.00,1,-1,-1,-1
6,2,228.83,125.90,20.00,20.00,1,-1,-1,-1
7,1,247.39,184.99,20.00,20.00,1,-1,-1,-1
7,2,227.73,127.23,20.00,20.00,1,-1,-1,-1
8,1,244.25,186.95,20.00,20.00,1,-1,-1,-1
8,2,226.72,129.00,20.00,20.00,1,-1,-1,-1
9,1,241.86,187.58,20.00,20.00,1,-1,-1,-1
9,2,226.43,130.24,20.00,20.00,1,-1,-1,-1
10,1,240.42,187.05,20.00,20.00,1,-1,-1,-1
10,2,225.71,130.62,20.00,20.00,1,-1,-1,-1
11,1,239.33,186.12,20.00,20.00,1,-1,-1,-1
11,2,224.83,130.02,20.00,20.00,1,-1,-1,-1
12,1,239.03,184.37,20.00,20.00,1,-1,-1,-1
12,2,224.55,129.07,20.00,20.00,1,-1,-1,-1
13,1,240.34,182.35,20.00,20.00,1,-1,-1,-1
13,2,225.83,126.66,20.00,20.00,1,-1,-1,-1
14,1,241.58,180.23,20.00,20.00,1,-1,-1,-1
14,2,227.68,127.06,20.00,20.00,1,-1,-1,-1
15,1,240.32,180.27,20.00,20.00,1,-1,-1,-1
15,2,230.40,125.19,20.00,20.00,1,-1,-1,-1
16,2,233.43,123.14,20.00,20.00,1,-1,-1,-1
17,2,234.57,121.04,20.00,20.00,1,-1,-1,-1
17,3,253.83,177.00,20.00,20.00,1,-1,-1,-1
18,2,234.32,120.25,20.00,20.00,1,-1,-1,-1
18,3,254.17,177.00,20.00,20.00,1,-1,-1,-1
19,2,233.55,119.97,20.00,20.00,1,-1,-1,-1
19,3,254.22,176.26,20.00,20.00,1,-1,-1,-1
20,2,233.91,119.21,20.00,20.00,1,-1,-1,-1
20,3,254.21,176.02,20.00,20.00,1,-1,-1,-1
21,2,234.04,118.28,20.00,20.00,1,-1,-1,-1
21,3,254.88,175.24,20.00,20.00,1,-1,-1,-1
22,2,234.74,117.94,20.00,20.00,1,-1,-1,-1
22,3,255.10,174.97,20.00,20.00,1,-1,-1,-1
23,2,236.32,117.17,20.00,20.00,1,-1,-1,-1
23,3,255.84,174.89,20.00,20.00,1,-1,-1,-1
24,2,238.89,116.24,20.00,20.00,1,-1,-1,-1
24,3,256.77,174.20,20.00,20.00,1,-1,-1,-1
25,2,240.50,115.90,20.00,20.00,1,-1,-1,-1
25,3,258.44,172.61,20.00,20.00,1,-1,-1,-1
